"Merfolk Branchwalker	Ixalan	XLN	435353	Creature - Merfolk Scout	2	1	1 G 	2	G	197	U	When Merfolk Branchwalker enters the battlefield it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise put a +1/+1 counter on this creature then put the card back or put it into your graveyard.)	card"
"Mountain	Ixalan	XLN	435434	Basic Land - Mountain	*	*	*	0	L	273	C	R 	card"
"Navigator's Ruin	Ixalan	XLN	435215	Enchantment	*	*	2 U 	3	U	63	U	Raid - At the beginning of your end step if you attacked with a creature this turn target opponent puts the top four cards of their library into their graveyard.	card"
"Nest Robber	Ixalan	XLN	435306	Creature - Dinosaur	2	1	1 R 	2	R	152	C	Haste	card"
"New Horizons	Ixalan	XLN	435354	Enchantment - Aura	*	*	2 G 	3	G	198	C	Enchant landWhen New Horizons enters the battlefield put a +1/+1 counter on target creature you control.Enchanted land has T : Add two mana of any one color.	card"
"Old-Growth Dryads	Ixalan	XLN	435355	Creature - Dryad	3	3	G 	1	G	199	R	When Old-Growth Dryads enters the battlefield each opponent may search their library for a basic land card put it onto the battlefield tapped then shuffle their library.	card"
"One With the Wind	Ixalan	XLN	435216	Enchantment - Aura	*	*	1 U 	2	U	64	C	Enchant creatureEnchanted creature gets +2/+2 and has flying.	card"
"Opt	Ixalan	XLN	435217	Instant	*	*	U 	1	U	65	C	Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)Draw a card.	card"
"Otepec Huntmaster	Ixalan	XLN	435307	Creature - Human Shaman	1	2	1 R 	2	R	153	U	Dinosaur spells you cast cost 1  less to cast.T : Target Dinosaur gains haste until end of turn.	card"
"Overflowing Insight	Ixalan	XLN	435218	Sorcery	*	*	4 U U U 	7	U	66	M	Target player draws seven cards.	card"
"Paladin of the Bloodstained	Ixalan	XLN	435177	Creature - Vampire Knight	3	2	3 W 	4	W	25	C	When Paladin of the Bloodstained enters the battlefield create a 1/1 white Vampire creature token with lifelink.	card"
"Perilous Voyage	Ixalan	XLN	435219	Instant	*	*	1 U 	2	U	67	U	Return target nonland permanent you don't control to its owner's hand. If its converted mana cost was 2 or less scry 2.	card"
"Pillar of Origins	Ixalan	XLN	435399	Artifact	*	*	2	2	A	241	U	As Pillar of Origins enters the battlefield choose a creature type.T : Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type.	card"
"Pious Interdiction	Ixalan	XLN	435178	Enchantment - Aura	*	*	3 W 	4	W	26	C	Enchant creature When Pious Interdiction enters the battlefield you gain 2 life.Enchanted creature can't attack or block.	card"
"Pirate's Cutlass	Ixalan	XLN	435400	Artifact - Equipment	*	*	3	3	A	242	C	When Pirate's Cutlass enters the battlefield attach it to target Pirate you control.Equipped creature gets +2/+1.Equip 2  (2 : Attach to target creature you control. Equip only as a sorcery.)	card"
"Pirate's Prize	Ixalan	XLN	435220	Sorcery	*	*	3 U 	4	U	68	C	Draw two cards. Create a colorless Treasure artifact token with T Sacrifice this artifact: Add one mana of any color.	card"
"Plains	Ixalan	XLN	435422	Basic Land - Plains	*	*	*	0	L	261	C	W 	card"
"Pounce	Ixalan	XLN	435356	Instant	*	*	1 G 	2	G	200	C	Target creature you control fights target creature you don't control. (Each deals damage equal to its power to the other.)	card"
"Priest of the Wakening Sun	Ixalan	XLN	435179	Creature - Human Cleric	1	1	W 	1	W	27	R	At the beginning of your upkeep you may reveal a Dinosaur card from your hand. If you do you gain 2 life.3 W W Sacrifice Priest of the Wakening Sun: Search your library for a Dinosaur card reveal it put it into your hand then shuffle your library.	card"
"Primal Amulet	Ixalan	XLN	435401	Artifact	*	*	4	4	A	243	R	Instant and sorcery spells you cast cost 1  less to cast.Whenever you cast an instant or sorcery spell put a charge counter on Primal Amulet. Then if there are four or more charge counters on it you may remove those counters and transform it.	card"
"Primal Wellspring	Ixalan	XLN	435402	Land	*	*	*	4	L	243	R	(Transforms from Primal Amulet.)T : Add one mana of any color. When that mana is spent to cast an instant or sorcery spell copy that spell and you may choose new targets for the copy.	card"
"Prosperous Pirates	Ixalan	XLN	435221	Creature - Human Pirate	3	4	4 U 	5	U	69	C	When Prosperous Pirates enters the battlefield create two colorless Treasure artifact tokens with T Sacrifice this artifact: Add one mana of any color. 	card"
"Prying Blade	Ixalan	XLN	435403	Artifact - Equipment	*	*	1	1	A	244	C	Equipped creature gets +1/+0.Whenever equipped creature deals combat damage to a player create a colorless Treasure artifact token with T Sacrifice this artifact: Add one mana of any color.Equip 2  (2 : Attach to target creature you control. Equip only as a sorcery.) 	card"
"Pterodon Knight	Ixalan	XLN	435180	Creature - Human Knight	3	3	3 W 	4	W	28	C	Pterodon Knight has flying as long as you control a Dinosaur.	card"
"Queen's Agent	Ixalan	XLN	435268	Creature - Vampire Scout	3	3	5 B 	6	B	114	C	LifelinkWhen Queen's Agent enters the battlefield it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise put a +1/+1 counter on this creature then put the card back or put it into your graveyard.)	card"
"Queen's Bay Soldier	Ixalan	XLN	435269	Creature - Vampire Soldier	2	2	1 B 	2	B	115	C	*	card"
"Queen's Commission	Ixalan	XLN	435181	Sorcery	*	*	2 W 	3	W	29	C	Create two 1/1 white Vampire creature tokens with lifelink.	card"
"Raging Swordtooth	Ixalan	XLN	435382	Creature - Dinosaur	5	5	3 R G 	5	GR	226	U	TrampleWhen Raging Swordtooth enters the battlefield it deals 1 damage to each other creature.	card"
"Raiders' Wake	Ixalan	XLN	435270	Enchantment	*	*	3 B 	4	B	116	U	Whenever an opponent discards a card that player loses 2 life.Raid - At the beginning of your end step if you attacked with a creature this turn target opponent discards a card.	card"
"Rallying Roar	Ixalan	XLN	435182	Instant	*	*	2 W 	3	W	30	U	Creatures you control get +1/+1 until end of turn. Untap them.	card"
"Rampaging Ferocidon	Ixalan	XLN	435308	Creature - Dinosaur	3	3	2 R 	3	R	154	R	Menace Players can't gain life.Whenever another creature enters the battlefield Rampaging Ferocidon deals 1 damage to that creature's controller.	card"
"Ranging Raptors	Ixalan	XLN	435357	Creature - Dinosaur	2	3	2 G 	3	G	201	U	Enrage - Whenever Ranging Raptors is dealt damage you may search your library for a basic land card put it onto the battlefield tapped then shuffle your library.	card"
"Raptor Companion	Ixalan	XLN	435183	Creature - Dinosaur	3	1	1 W 	2	W	31	C	*	card"
"Raptor Hatchling	Ixalan	XLN	435309	Creature - Dinosaur	1	1	1 R 	2	R	155	U	Enrage - Whenever Raptor Hatchling is dealt damage create a 3/3 green Dinosaur creature token with trample.	card"
"Ravenous Daggertooth	Ixalan	XLN	435358	Creature - Dinosaur	3	2	2 G 	3	G	202	C	Enrage - Whenever Ravenous Daggertooth is dealt damage you gain 2 life.	card"
"Regisaur Alpha	Ixalan	XLN	435383	Creature - Dinosaur	4	4	3 R G 	5	GR	227	R	Other Dinosaurs you control have haste.When Regisaur Alpha enters the battlefield create a 3/3 green Dinosaur creature token with trample.	card"
"Repeating Barrage	Ixalan	XLN	435310	Sorcery	*	*	1 R R 	3	R	156	R	Repeating Barrage deals 3 damage to any target. Raid - 3 R R : Return Repeating Barrage from your graveyard to your hand. Activate this ability only if you attacked with a creature this turn.	card"
"Revel in Riches	Ixalan	XLN	435271	Enchantment	*	*	4 B 	5	B	117	R	Whenever a creature an opponent controls dies create a colorless Treasure artifact token with T Sacrifice this artifact: Add one mana of any color.At the beginning of your upkeep if you control ten or more Treasures you win the game.	card"
"Rigging Runner	Ixalan	XLN	435311	Creature - Goblin Pirate	1	1	R 	1	R	157	U	First strike Raid - Rigging Runner enters the battlefield with a +1/+1 counter on it if you attacked with a creature this turn.	card"
"Rile	Ixalan	XLN	435312	Sorcery	*	*	R 	1	R	158	C	Rile deals 1 damage to target creature you control. That creature gains trample until end of turn.Draw a card.	card"
"Ripjaw Raptor	Ixalan	XLN	435359	Creature - Dinosaur	4	5	2 G G 	4	G	203	R	Enrage - Whenever Ripjaw Raptor is dealt damage draw a card.	card"
"Ritual of Rejuvenation	Ixalan	XLN	435184	Instant	*	*	2 W 	3	W	32	C	You gain 4 life.Draw a card.	card"
"River Heralds' Boon	Ixalan	XLN	435360	Instant	*	*	1 G 	2	G	204	C	Put a +1/+1 counter on target creature and a +1/+1 counter on up to one target Merfolk.	card"
"River Sneak	Ixalan	XLN	435222	Creature - Merfolk Warrior	1	1	1 U 	2	U	70	U	River Sneak can't be blocked. Whenever another Merfolk enters the battlefield under your control River Sneak gets +1/+1 until end of turn.	card"
"River's Rebuke	Ixalan	XLN	435223	Sorcery	*	*	4 U U 	6	U	71	R	Return all nonland permanents target player controls to their owner's hand.	card"
"Rootbound Crag	Ixalan	XLN	435417	Land	*	*	*	0	L	256	R	Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.T : Add R  or G .	card"
"Rowdy Crew	Ixalan	XLN	435313	Creature - Human Pirate	3	3	2 R R 	4	R	159	M	Trample When Rowdy Crew enters the battlefield draw three cards then discard two cards at random. If two cards that share a card type are discarded this way put two +1/+1 counters on Rowdy Crew.	card"
"Ruin Raider	Ixalan	XLN	435272	Creature - Orc Pirate	3	2	2 B 	3	B	118	R	Raid - At the beginning of your end step if you attacked with a creature this turn reveal the top card of your library and put that card into your hand. You lose life equal to the card's converted mana cost.	card"
"Rummaging Goblin	Ixalan	XLN	435314	Creature - Goblin Rogue	1	1	2 R 	3	R	160	C	T Discard a card: Draw a card.	card"
"Run Aground	Ixalan	XLN	435224	Instant	*	*	3 U 	4	U	72	C	Put target artifact or creature on top of its owner's library.	card"
"Ruthless Knave	Ixalan	XLN	435273	Creature - Orc Pirate	3	2	2 B 	3	B	119	U	2 B Sacrifice a creature: Create two colorless Treasure artifact tokens with T Sacrifice this artifact: Add one mana of any color. Sacrifice three Treasures: Draw a card.  	card"
"Sailor of Means	Ixalan	XLN	435225	Creature - Human Pirate	1	4	2 U 	3	U	73	C	When Sailor of Means enters the battlefield create a colorless Treasure artifact token with T Sacrifice this artifact: Add one mana of any color. 	card"
"Sanctum Seeker	Ixalan	XLN	435274	Creature - Vampire Knight	3	4	2 B B 	4	B	120	R	Whenever a Vampire you control attacks each opponent loses 1 life and you gain 1 life.	card"
"Sanguine Sacrament	Ixalan	XLN	435185	Instant	*	*	X W W 	2	W	33	R	You gain twice X life. Put Sanguine Sacrament on the bottom of its owner's library.	card"
"Savage Stomp	Ixalan	XLN	435361	Sorcery	*	*	2 G 	3	G	205	U	This spell costs 2  less to cast if it targets a Dinosaur you control.Put a +1/+1 counter on target creature you control. Then that creature fights target creature you don't control. (Each deals damage equal to its power to the other.)	card"
"Search for Azcanta	Ixalan	XLN	435226	Legendary Enchantment	*	*	1 U 	2	U	74	R	At the beginning of your upkeep look at the top card of your library. You may put it into your graveyard. Then if you have seven or more cards in your graveyard you may transform Search for Azcanta.	card"
"Seekers' Squire	Ixalan	XLN	435275	Creature - Human Scout	1	2	1 B 	2	B	121	U	When Seekers' Squire enters the battlefield it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise put a +1/+1 counter on this creature then put the card back or put it into your graveyard.)	card"
"Sentinel Totem	Ixalan	XLN	435404	Artifact	*	*	1	1	A	245	U	When Sentinel Totem enters the battlefield scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)T Exile Sentinel Totem: Exile all cards from all graveyards. 	card"
"Settle the Wreckage	Ixalan	XLN	435186	Instant	*	*	2 W W 	4	W	34	R	Exile all attacking creatures target player controls. That player may search their library for that many basic land cards put those cards onto the battlefield tapped then shuffle their library.	card"
"Shadowed Caravel	Ixalan	XLN	435405	Artifact - Vehicle	2	2	2	2	A	246	R	Whenever a creature you control explores	card"
"Shaper Apprentice	Ixalan	XLN	435228	Creature - Merfolk Wizard	2	1	1 U 	2	U	75	C	Shaper Apprentice has flying as long as you control another Merfolk.	card"
"Shapers of Nature	Ixalan	XLN	435384	Creature - Merfolk Shaman	3	3	1 G U 	3	GU	228	U	3 G : Put a +1/+1 counter on target creature.2 U Remove a +1/+1 counter from a creature you control: Draw a card. 	card"
"Shapers' Sanctuary	Ixalan	XLN	435362	Enchantment	*	*	G 	1	G	206	R	Whenever a creature you control becomes the target of a spell or ability an opponent controls you may draw a card.	card"
"Sheltering Light	Ixalan	XLN	435187	Instant	*	*	W 	1	W	35	U	Target creature gains indestructible until end of turn. Scry 1. (Damage and effects that say destroy don't destroy the creature.)	card"
"Shining Aerosaur	Ixalan	XLN	435188	Creature - Dinosaur	3	4	4 W 	5	W	36	C	Flying	card"
"Shipwreck Looter	Ixalan	XLN	435229	Creature - Human Pirate	2	1	1 U 	2	U	76	C	Raid - When Shipwreck Looter enters the battlefield if you attacked with a creature this turn you may draw a card. If you do discard a card.	card"
"Shore Keeper	Ixalan	XLN	435230	Creature - Trilobite	0	3	U 	1	U	77	C	7 U T Sacrifice Shore Keeper: Draw three cards.	card"
"Siren Lookout	Ixalan	XLN	435231	Creature - Siren Pirate	1	2	2 U 	3	U	78	C	Flying When Siren Lookout enters the battlefield it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise put a +1/+1 counter on this creature then put the card back or put it into your graveyard.)	card"
"Siren Stormtamer	Ixalan	XLN	435232	Creature - Siren Pirate Wizard	1	1	U 	1	U	79	U	Flying U Sacrifice Siren Stormtamer: Counter target spell or ability that targets you or a creature you control. 	card"
"Siren's Ruse	Ixalan	XLN	435233	Instant	*	*	1 U 	2	U	80	C	Exile target creature you control then return that card to the battlefield under its owner's control. If a Pirate was exiled this way draw a card.	card"
"Skittering Heartstopper	Ixalan	XLN	435276	Creature - Insect	1	2	B 	1	B	122	C	B : Skittering Heartstopper gains deathtouch until end of turn.	card"
"Skulduggery	Ixalan	XLN	435277	Instant	*	*	B 	1	B	123	C	Until end of turn target creature you control gets +1/+1 and target creature an opponent controls gets -1/-1.	card"
"Sky Terror	Ixalan	XLN	435385	Creature - Dinosaur	2	2	R W 	2	WR	229	U	Flying Menace	card"
"Skyblade of the Legion	Ixalan	XLN	435189	Creature - Vampire Soldier	1	3	1 W 	2	W	37	C	Flying	card"
"Skymarch Bloodletter	Ixalan	XLN	435278	Creature - Vampire Soldier	2	2	2 B 	3	B	124	C	FlyingWhen Skymarch Bloodletter enters the battlefield target opponent loses 1 life and you gain 1 life.	card"
"Slash of Talons	Ixalan	XLN	435190	Instant	*	*	W 	1	W	38	C	Slash of Talons deals 2 damage to target attacking or blocking creature.	card"
"Sleek Schooner	Ixalan	XLN	435406	Artifact - Vehicle	4	3	3	3	A	247	U	Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)	card"
"Slice in Twain	Ixalan	XLN	435363	Instant	*	*	2 G G 	4	G	207	U	Destroy target artifact or enchantment.Draw a card.	card"
"Snapping Sailback	Ixalan	XLN	435364	Creature - Dinosaur	4	4	4 G 	5	G	208	U	FlashEnrage - Whenever Snapping Sailback is dealt damage put a +1/+1 counter on it. (It must survive the damage to get the counter.)	card"
"Sorcerous Spyglass	Ixalan	XLN	435407	Artifact	*	*	2	2	A	248	R	As Sorcerous Spyglass enters the battlefield look at an opponent's hand then choose any card name.Activated abilities of sources with the chosen name can't be activated unless they're mana abilities.	card"
"Spell Pierce	Ixalan	XLN	435234	Instant	*	*	U 	1	U	81	C	Counter target noncreature spell unless its controller pays 2 .	card"
"Spell Swindle	Ixalan	XLN	435235	Instant	*	*	3 U U 	5	U	82	R	Counter target spell. Create X colorless Treasure artifact tokens where X is that spell's converted mana cost. They have T Sacrifice this artifact: Add one mana of any color. 	card"
"Spike-Tailed Ceratops	Ixalan	XLN	435365	Creature - Dinosaur	4	4	4 G 	5	G	209	C	Spike-Tailed Ceratops can block an additional creature each combat.	card"
"Spires of Orazca	Ixalan	XLN	435409	Land	*	*	*	2	L	249	R	(Transforms from Thaumatic Compass.)T : Add C .T : Untap target attacking creature an opponent controls and remove it from combat.	card"
"Spitfire Bastion	Ixalan	XLN	435328	Legendary Land	*	*	*	4	L	173	R	(Transforms from Vance's Blasting Cannons.)T : Add R .2 R T : Spitfire Bastion deals 3 damage to any target. 	card"
"Spreading Rot	Ixalan	XLN	435279	Sorcery	*	*	4 B 	5	B	125	C	Destroy target land. Its controller loses 2 life.	card"
"Star of Extinction	Ixalan	XLN	435315	Sorcery	*	*	5 R R 	7	R	161	M	Destroy target land. Star of Extinction deals 20 damage to each creature and each planeswalker.	card"
"Steadfast Armasaur	Ixalan	XLN	435191	Creature - Dinosaur	2	3	3 W 	4	W	39	U	Vigilance 1 W T : Steadfast Armasaur deals damage equal to its toughness to target creature blocking or blocked by it.	card"
"Stone Quarry	Ixalan	XLN	435450	Land	*	*	*	0	L	289	C	Stone Quarry enters the battlefield tapped.T : Add R  or W .	card"
"Storm Fleet Aerialist	Ixalan	XLN	435236	Creature - Human Pirate	1	2	1 U 	2	U	83	U	FlyingRaid - Storm Fleet Aerialist enters the battlefield with a +1/+1 counter on it if you attacked with a creature this turn.	card"
"Storm Fleet Arsonist	Ixalan	XLN	435316	Creature - Orc Pirate	4	4	4 R 	5	R	162	U	Raid - When Storm Fleet Arsonist enters the battlefield if you attacked with a creature this turn target opponent sacrifices a permanent.	card"
"Storm Fleet Pyromancer	Ixalan	XLN	435317	Creature - Human Pirate Wizard	3	2	4 R 	5	R	163	C	Raid - When Storm Fleet Pyromancer enters the battlefield if you attacked with a creature this turn Storm Fleet Pyromancer deals 2 damage to any target.	card"
"Storm Fleet Spy	Ixalan	XLN	435237	Creature - Human Pirate	2	2	2 U 	3	U	84	U	Raid - When Storm Fleet Spy enters the battlefield if you attacked with a creature this turn draw a card.	card"
"Storm Sculptor	Ixalan	XLN	435238	Creature - Merfolk Wizard	3	2	3 U 	4	U	85	C	Storm Sculptor can't be blocked.When Storm Sculptor enters the battlefield return a creature you control to its owner's hand.	card"
"Sunbird's Invocation	Ixalan	XLN	435319	Enchantment	*	*	5 R 	6	R	165	R	Whenever you cast a spell from your hand reveal the top X cards of your library where X is that spell's converted mana cost. You may cast a card revealed this way with converted mana cost X or less without paying its mana cost. Put the rest on the bottom of your library in a random order.	card"
"Sun-Blessed Mount	Ixalan	XLN	435449	Creature - Dinosaur	4	4	3 R W 	5	WR	288	R	When Sun-Blessed Mount enters the battlefield you may search your library and/or graveyard for a card named Huatli Dinosaur Knight reveal it then put it into your hand. If you searched your library this way shuffle it.	card"
"Sun-Crowned Hunters	Ixalan	XLN	435318	Creature - Dinosaur	5	4	4 R R 	6	R	164	C	Enrage - Whenever Sun-Crowned Hunters is dealt damage it deals 3 damage to target opponent or planeswalker.	card"
"Sunpetal Grove	Ixalan	XLN	435418	Land	*	*	*	0	L	257	R	Sunpetal Grove enters the battlefield tapped unless you control a Forest or a Plains.T : Add G  or W .	card"
"Sunrise Seeker	Ixalan	XLN	435192	Creature - Human Scout	3	3	4 W 	5	W	40	C	Vigilance When Sunrise Seeker enters the battlefield it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise put a +1/+1 counter on this creature then put the card back or put it into your graveyard.)	card"
"Sure Strike	Ixalan	XLN	435320	Instant	*	*	1 R 	2	R	166	C	Target creature gets +3/+0 and gains first strike until end of turn.	card"
"Swamp	Ixalan	XLN	435430	Basic Land - Swamp	*	*	*	0	L	269	C	B 	card"
"Swashbuckling	Ixalan	XLN	435321	Enchantment - Aura	*	*	1 R 	2	R	167	C	Enchant creatureEnchanted creature gets +2/+2 and has haste.	card"
"Sword-Point Diplomacy	Ixalan	XLN	435280	Sorcery	*	*	2 B 	3	B	126	R	Reveal the top three cards of your library. For each of those cards put that card into your hand unless any opponent pays 3 life. Then exile the rest.	card"
"Tempest Caller	Ixalan	XLN	435239	Creature - Merfolk Wizard	2	3	2 U U 	4	U	86	U	When Tempest Caller enters the battlefield tap all creatures target opponent controls.	card"
"Temple of Aclazotz	Ixalan	XLN	435244	Legendary Land	*	*	*	2	L	90	R	(Transforms from Arguel's Blood Fast.)T : Add B .T  Sacrifice a creature: You gain life equal to the sacrificed creature's toughness.	card"
"Territorial Hammerskull	Ixalan	XLN	435193	Creature - Dinosaur	2	3	2 W 	3	W	41	C	Whenever Territorial Hammerskull attacks tap target creature an opponent controls.	card"
"Thaumatic Compass	Ixalan	XLN	435408	Artifact	*	*	2	2	A	249	R	3 T : Search your library for a basic land card reveal it put it into your hand then shuffle your library. At the beginning of your end step if you control seven or more lands transform Thaumatic Compass.	card"
"Thrash of Raptors	Ixalan	XLN	435322	Creature - Dinosaur	3	3	3 R 	4	R	168	C	As long as you control another Dinosaur Thrash of Raptors gets +2/+0 and has trample.	card"
"Thundering Spineback	Ixalan	XLN	435366	Creature - Dinosaur	5	5	5 G G 	7	G	210	U	Other Dinosaurs you control get +1/+1.5 G : Create a 3/3 green Dinosaur creature token with trample.	card"
"Tilonalli's Knight	Ixalan	XLN	435323	Creature - Human Knight	2	2	1 R 	2	R	169	C	Whenever Tilonalli's Knight attacks if you control a Dinosaur Tilonalli's Knight gets +1/+1 until end of turn.	card"
"Tilonalli's Skinshifter	Ixalan	XLN	435324	Creature - Human Shaman	0	1	2 R 	3	R	170	R	Haste Whenever Tilonalli's Skinshifter attacks it becomes a copy of another target nonlegendary attacking creature until end of turn.	card"
"Tishana, Voice of Thunder	Ixalan	XLN	435386	Legendary Creature - Merfolk Shaman	*	*	5 G U 	7	GU	230	M	 Voice of Thunder's power and toughness are each equal to the number of cards in your hand.You have no maximum hand size.When Tishana enters the battlefield draw a card for each creature you control.	card"
"Tishana's Wayfinder	Ixalan	XLN	435367	Creature - Merfolk Scout	2	2	2 G 	3	G	211	C	When Tishana's Wayfinder enters the battlefield it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise put a +1/+1 counter on this creature then put the card back or put it into your graveyard.)	card"
"Tocatli Honor Guard	Ixalan	XLN	435194	Creature - Human Soldier	1	3	1 W 	2	W	42	R	Creatures entering the battlefield don't cause abilities to trigger.	card"
"Treasure Cove	Ixalan	XLN	435411	Land	*	*	*	2	L	250	R	(Transforms from Treasure Map.)T : Add C .T Sacrifice a Treasure: Draw a card.	card"
"Treasure Map	Ixalan	XLN	435410	Artifact	*	*	2	2	A	250	R	1 T : Scry 1. Put a landmark counter on Treasure Map. Then if there are three or more landmark counters on it remove those counters transform Treasure Map and create three colorless Treasure artifact tokens with T Sacrifice this artifact: Add one mana of any color. 	card"
"Trove of Temptation	Ixalan	XLN	435325	Enchantment	*	*	3 R 	4	R	171	U	Each opponent must attack you or a planeswalker you control with at least one creature each combat if able.At the beginning of your end step create a colorless Treasure artifact token with T Sacrifice this artifact: Add one mana of any color.	card"
"Unclaimed Territory	Ixalan	XLN	435419	Land	*	*	*	0	L	258	U	As Unclaimed Territory enters the battlefield choose a creature type.T : Add C .T : Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type.	card"
"Unfriendly Fire	Ixalan	XLN	435326	Instant	*	*	4 R 	5	R	172	C	Unfriendly Fire deals 4 damage to any target.	card"
"Unknown Shores	Ixalan	XLN	435420	Land	*	*	*	0	L	259	C	T : Add C .1 T : Add one mana of any color. 	card"
"Vampire's Zeal	Ixalan	XLN	435195	Instant	*	*	W 	1	W	43	C	Target creature gets +2/+2 until end of turn. If it's a Vampire it gains first strike until end of turn.	card"
"Vance's Blasting Cannons	Ixalan	XLN	435327	Legendary Enchantment	*	*	3 R 	4	R	173	R	At the beginning of your upkeep exile the top card of your library. If it's a nonland card you may cast that card this turn.Whenever you cast your third spell in a turn you may transform Vance's Blasting Cannons.	card"
"Vanquish the Weak	Ixalan	XLN	435281	Instant	*	*	2 B 	3	B	127	C	Destroy target creature with power 3 or less.	card"
"Vanquisher's Banner	Ixalan	XLN	435412	Artifact	*	*	5	5	A	251	R	As Vanquisher's Banner enters the battlefield choose a creature type.Creatures you control of the chosen type get +1/+1.Whenever you cast a creature spell of the chosen type draw a card.	card"
"Verdant Rebirth	Ixalan	XLN	435368	Instant	*	*	1 G 	2	G	212	U	Until end of turn target creature gains When this creature dies return it to its owner's hand.Draw a card.	card"
"Verdant Sun's Avatar	Ixalan	XLN	435369	Creature - Dinosaur Avatar	5	5	5 G G 	7	G	213	R	Whenever Verdant Sun's Avatar or another creature enters the battlefield under your control you gain life equal to that creature's toughness.	card"
"Vicious Conquistador	Ixalan	XLN	435282	Creature - Vampire Soldier	1	2	B 	1	B	128	U	Whenever Vicious Conquistador attacks each opponent loses 1 life.	card"
"Vineshaper Mystic	Ixalan	XLN	435370	Creature - Merfolk Shaman	1	3	2 G 	3	G	214	U	When Vineshaper Mystic enters the battlefield put a +1/+1 counter on each of up to two target Merfolk you control.	card"
"Vona, Butcher of Magan	Ixalan	XLN	435387	Legendary Creature - Vampire Knight	4	4	3 W B 	5	WB	231	M	Vigilance Lifelink T Pay 7 life: Destroy target nonland permanent. Activate this ability only during your turn.	card"
"Vraska, Relic Seeker	Ixalan	XLN	435388	Legendary Planeswalker - Vraska	*	*	4 B G 	6	GB	232	M	2: Create a 2/2 black Pirate creature token with menace.?3: Destroy target artifact creature or enchantment. Create a colorless Treasure artifact token with T Sacrifice this artifact: Add one mana of any color.?10: Target player's life total becomes 1. 	card"
"Vraska's Contempt	Ixalan	XLN	435283	Instant	*	*	2 B B 	4	B	129	R	Exile target creature or planeswalker. You gain 2 life.	card"
"Wakening Sun's Avatar	Ixalan	XLN	435196	Creature - Dinosaur Avatar	7	7	5 W W W 	8	W	44	M	When Wakening Sun's Avatar enters the battlefield if you cast it from your hand destroy all non-Dinosaur creatures.	card"
"Waker of the Wilds	Ixalan	XLN	435371	Creature - Merfolk Shaman	3	3	2 G G 	4	G	215	R	X G G : Put X +1/+1 counters on target land you control. That land becomes a 0/0 Elemental creature with haste. It's still a land.	card"
"Walk the Plank	Ixalan	XLN	435284	Sorcery	*	*	B B 	2	B	130	U	Destroy target non-Merfolk creature.	card"
"Wanted Scoundrels	Ixalan	XLN	435285	Creature - Human Pirate	4	3	1 B 	2	B	131	U	When Wanted Scoundrels dies target opponent creates two colorless Treasure artifact tokens with T Sacrifice this artifact: Add one mana of any color.	card"
"Watertrap Weaver	Ixalan	XLN	435240	Creature - Merfolk Wizard	2	2	2 U 	3	U	87	C	When Watertrap Weaver enters the battlefield tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.	card"
"Wildgrowth Walker	Ixalan	XLN	435372	Creature - Elemental	1	3	1 G 	2	G	216	U	Whenever a creature you control explores put a +1/+1 counter on Wildgrowth Walker and you gain 3 life.	card"
"Wily Goblin	Ixalan	XLN	435329	Creature - Goblin Pirate	1	1	R R 	2	R	174	U	When Wily Goblin enters the battlefield create a colorless Treasure artifact token with T: Sacrifice this artifact: Add one mana of any color.	card"
"Wind Strider	Ixalan	XLN	435241	Creature - Merfolk Wizard	3	3	4 U 	5	U	88	C	Flash Flying	card"
"Woodland Stream	Ixalan	XLN	435445	Land	*	*	*	0	L	284	C	Woodland Stream enters the battlefield tapped. T : Add G  or U 	card"
"Forest	Ixalan	XLN	435437	Basic Land - Forest	*	*	*	0	L	276	C	G 	card"
"Forest	Ixalan	XLN	435439	Basic Land - Forest	*	*	*	0	L	278	C	G 	card"
"Forest	Ixalan	XLN	435440	Basic Land - Forest	*	*	*	0	L	279	C	G 	card"
"Island	Ixalan	XLN	435425	Basic Land - Island	*	*	*	0	L	264	C	U 	card"
"Island	Ixalan	XLN	435427	Basic Land - Island	*	*	*	0	L	266	C	U 	card"
"Island	Ixalan	XLN	435428	Basic Land - Island	*	*	*	0	L	267	C	U 	card"
"Mountain	Ixalan	XLN	435433	Basic Land - Mountain	*	*	*	0	L	272	C	R 	card"
"Mountain	Ixalan	XLN	435435	Basic Land - Mountain	*	*	*	0	L	274	C	R 	card"
"Mountain	Ixalan	XLN	435436	Basic Land - Mountain	*	*	*	0	L	275	C	R 	card"
"Plains	Ixalan	XLN	435421	Basic Land - Plains	*	*	*	0	L	260	C	W 	card"
